날짜,종목명,티커,기준모델,AI예측,확신도,핫키워드,뉴스판정,뉴스요약,뉴스출처,패턴판정,차트판정,핵심사유,뉴스수집성공,뉴스수집오류,비교모델,비교AI예측,비교확신도,비교핫키워드,비교뉴스판정,비교뉴스요약,비교뉴스출처,비교패턴판정,비교차트판정,비교핵심사유,비교뉴스수집성공,비교뉴스수집오류,종합예측,종합점수,대표뉴스키워드,대표뉴스요약,대표뉴스판정,대표뉴스모델,대표뉴스점수,모델일치도,뉴스중요도,종합사유
2026-04-24,삼성전자,005930,gemini-2.5-flash,▼ 하락,75,노조 파업,실질 악재,"삼성전자 노조가 성과급 상한 폐지 및 영업이익의 15%를 요구하며 5월 21일부터 18일간 총파업을 예고했으며, 이는 생산 차질로 최대 30조 원의 손실을 야기할 수 있다.","donga.com, chosun.com, sedaily.com",유사패턴 강세,강세,"현재 차트의 강한 상승 추세와 과거 패턴의 상승 예측 성향에도 불구하고, 5월 예정된 노조 총파업으로 인한 생산 차질 및 최대 30조 원의 잠재적 손실은 단기적인 하방 압력으로 작용할 것으로 판단됩니다.",Y,,gemini-3-flash-preview,▲ 상승,93.0,어닝 서프라이즈,실질 호재,2026년 1분기 영업이익 57.2조 원을 기록하며 창사 이래 최대 분기 실적을 달성했습니다. AI 수요 대응을 위한 HBM4 세계 최초 양산과 D램 가격 급등이 반도체 부문의 폭발적인 성장을 견인했습니다.,chosun.com,유사패턴 강세,강세,역대 최대 분기 실적 달성과 HBM4 세계 최초 양산이라는 실질적 호재가 이동평균선 정배열 추세와 결합되어 강력한 단기 상승 모멘텀을 형성하고 있다.,Y,,━ 관망,65.0,의견 충돌,노조 파업 관련 악재와 어닝 서프라이즈 관련 호재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-24,NVDA,NVDA,gemini-2.5-flash,━ 관망,65,AI 경쟁 위협,실질 악재,"엔비디아는 구글의 경쟁 AI 칩 출시 및 주요 고객의 전환으로 시장 점유율 위협에 직면했으며, 중국 H200 칩 구매 차단과 암호화폐 관련 소송 재점화 등 여러 악재가 부각되고 있다.",trefis.com,유사패턴 강세,강세,"강력한 정배열 차트와 과거 AI 리더십 기반의 상승 패턴이 나타나지만, 구글 AI 칩 경쟁 및 중국 시장 위협과 같은 실질적 악재가 단기 상승 동력을 저해할 가능성이 높아 방향성 판단에 신중함이 요구된다.",Y,,gemini-3-flash-preview,▲ 상승,92.0,블랙웰 본격 양산,실질 호재,"엔비디아는 차세대 AI 칩 '블랙웰'의 본격적인 양산에 돌입했으며, 데이터센터 부문의 강력한 수요에 힘입어 분기 매출이 시장 예상치를 크게 상회했다. 주당 순이익 급증과 함께 10대 1 주식 분할을 단행하며 투자 접근성 및 주주 환원을 강화했다.",,유사패턴 강세,강세,실적 호조와 블랙웰 양산이라는 강력한 펀더멘털에 정배열 차트와 긍정적 과거 패턴이 결합되어 단기적 상승 추세 지속 가능성이 매우 높다.,Y,,▲ 상승,72.0,AI 경쟁 위협,"엔비디아는 구글의 경쟁 AI 칩 출시 및 주요 고객의 전환으로 시장 점유율 위협에 직면했으며, 중국 H200 칩 구매 차단과 암호화폐 관련 소송 재점화 등 여러 악재가 부각되고 있다.",실질 악재,gemini-2.5-flash,90.0,50.0,70.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함
2026-04-24,TSLA,TSLA,gemini-2.5-flash,▼ 하락,75,AI/로보택시 투자,단순 기대감,"테슬라는 1분기 실적 발표에서 월가 매출 기대치를 하회했으나, AI 및 로보택시 사업 확대를 위해 20억 달러 규모의 AI 하드웨어 기업 인수와 250억 달러 이상의 설비 투자를 발표하며 미래 성장에 대한 기대감을 높였습니다.","theguardian.com, electrek.co, digitaltoday.co.kr",유사패턴 약세,약세,현재 실적 부진과 하락 추세의 역배열 차트가 미래 기대감만으로는 단기 반전을 이끌어내기 어렵습니다.,Y,,gemini-3-flash-preview,▲ 상승,65.0,저가형 모델 조기 출시,실질 호재,테슬라가 신규 보급형 모델의 생산 시점을 2025년 초로 앞당기겠다고 공식 발표하며 시장의 성장 둔화 우려를 불식시켰습니다. 기존 생산 라인을 활용한 공정 최적화로 비용 절감과 신모델 조기 출시라는 구체적인 로드맵을 제시했습니다.,,유사패턴 약세,혼조,"저가형 모델 출시 가속화라는 실질적 호재가 20일선 지지력과 결합하여 반등을 시도할 것으로 보이나, 역배열 상태와 60일선 저항으로 인해 상승폭은 제한적일 수 있다.",Y,,━ 관망,55.0,의견 충돌,AI/로보택시 투자 관련 기대감와 저가형 모델 조기 출시 관련 호재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,65.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-24,AAPL,AAPL,gemini-2.5-flash,▲ 상승,80,CEO 교체,단순 기대감,"애플은 9월 팀 쿡 CEO의 퇴임과 하드웨어 엔지니어링 수석 부사장인 존 터너스의 후임 발표로, AI 시대에 제품 혁신이 가속화될 것이라는 기대감이 커지고 있다.","fool.com, morningstar.com, mediapost.com",유사패턴 강세,강세,"현재가가 20일선과 60일선을 상회하며 단기 강세를 보이고, 과거 유사 패턴이 상승을 일관되게 예측하며, 차기 CEO에 대한 AI 시대 혁신 기대감이 긍정적인 투자 심리를 형성한다.",Y,,gemini-3-flash-preview,▲ 상승,88.0,아이폰 수요 회복,실질 호재,"중국 내 아이폰 출하량이 전년 대비 약 12% 증가하며 수요 둔화 우려를 해소했으며, 오는 5월 7일 신형 아이패드 공개 행사를 통해 하드웨어 매출 모멘텀을 확보했다.",,유사패턴 강세,강세,중국 내 수요 회복이라는 실질적 호재와 신제품 모멘텀이 현재가의 이평선 상회 흐름 및 과거 상승 패턴과 일치하며 강력한 단기 상승 추세를 형성하고 있다.,Y,,▲ 상승,84.0,아이폰 수요 회복,"중국 내 아이폰 출하량이 전년 대비 약 12% 증가하며 수요 둔화 우려를 해소했으며, 오는 5월 7일 신형 아이패드 공개 행사를 통해 하드웨어 매출 모멘텀을 확보했다.",실질 호재,gemini-3-flash-preview,75.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-24,GOOGL,GOOGL,gemini-2.5-flash,▲ 상승,92,AI 칩,실질 호재,"구글은 8세대 AI 슈퍼칩(TPU 8t, 8i)을 공개하며 AI 하드웨어 경쟁력을 강화하고, 클라우드 넥스트 '26 행사에서 삼성SDS, LG CNS 등 주요 기업들과의 AI 및 클라우드 파트너십을 확대 발표하며 주가가 상승했다.","benzinga.com, investing.com, mk.co.kr",유사패턴 강세,강세,현재가가 20일선과 60일선을 상회하며 정배열을 형성한 강세 차트와 AI 칩 발표 및 클라우드 파트너십 확대라는 실질 호재가 과거 유사 패턴의 일관된 상승 예측과 결합하여 단기 상승 가능성이 매우 높다.,Y,,gemini-3-flash-preview,▲ 상승,92.0,사상 첫 배당 및 어닝 서프라이즈,실질 호재,"알파벳은 1분기 예상치를 상회하는 실적을 기록했으며, 사상 첫 배당 실시와 700억 달러 규모의 자사주 매입을 발표했습니다. 특히 클라우드 부문의 수익성이 크게 개선되면서 실적 성장을 견인했습니다.",,유사패턴 강세,강세,강력한 실적 개선과 함께 사상 첫 배당 및 대규모 자사주 매입이라는 파격적인 주주 환원 정책이 발표되어 정배열 차트의 상승 추세를 강하게 지지할 것으로 판단된다.,Y,,▲ 상승,95.0,AI 칩,"구글은 8세대 AI 슈퍼칩(TPU 8t, 8i)을 공개하며 AI 하드웨어 경쟁력을 강화하고, 클라우드 넥스트 '26 행사에서 삼성SDS, LG CNS 등 주요 기업들과의 AI 및 클라우드 파트너십을 확대 발표하며 주가가 상승했다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-24,삼진제약,000520,gemini-2.5-flash,▲ 상승,75,신약 개발,실질 호재,"삼진제약은 신약 개발 및 플랫폼 기술의 사업화 가능성을 인정받아 산업통상자원부의 '월드클래스 플러스 프로젝트'에 선정되었으며, 연구 인력 확충 및 지속적인 R&D 투자로 신약 개발 중심 체제로 전환하고 있다.","chosun.com, hitnews.co.kr, medipana.com",유사패턴 강세,약세,신약 개발 관련 정부 프로젝트 선정이라는 실질 호재가 현재의 기술적 역배열 추세를 단기적으로 상회하며 상승 모멘텀을 제공할 것으로 예상된다.,Y,,gemini-3-flash-preview,━ 관망,62.0,치매 치료제 협력,단순 기대감,"삼진제약은 아리바이오와 경구용 치매 치료제 'AR1001'의 국내 생산 및 판매 독점권 계약을 바탕으로 퇴행성 뇌질환 분야의 신성장 동력을 확보 중입니다. 현재 임상 3상이 진행 중이며, 신약 상용화 시 중장기적인 매출 확대가 기대되나 단기적 실적 기여도는 제한적입니다.",,유사패턴 강세,약세,기술적으로 이동평균선이 역배열된 하락 추세가 지속되고 있으며 신약 관련 재료가 단기 실적보다는 장기 기대감에 치중되어 있어 추세 전환 확인이 필요하다.,Y,,▲ 상승,64.0,신약 개발,"삼진제약은 신약 개발 및 플랫폼 기술의 사업화 가능성을 인정받아 산업통상자원부의 '월드클래스 플러스 프로젝트'에 선정되었으며, 연구 인력 확충 및 지속적인 R&D 투자로 신약 개발 중심 체제로 전환하고 있다.",실질 호재,gemini-2.5-flash,90.0,50.0,65.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함
2026-04-24,케이뱅크,272210,gemini-2.5-flash,▼ 하락,88,주가 부진,실질 악재,"케이뱅크는 상장 이후 한 달 넘게 공모가를 밑도는 주가 약세를 보이며 수익성 의구심과 오버행 부담, 낮은 PBR로 인해 정부의 저PBR 관리군 지정 위험에 직면했다.","newsway.co.kr, daum.net, smarttoday.co.kr",유사패턴 약세,약세,"케이뱅크는 지속적인 수익성 둔화 및 오버행 우려를 나타내는 악성 뉴스 흐름과 과거 유사 패턴의 하락 예측 우세, 그리고 금일의 상당한 주가 하락이 맞물려 단기적으로 추가 하락 압력을 받을 것으로 예상된다.",Y,,gemini-3-flash-preview,▼ 하락,78.0,오버행 및 수익성 둔화,실질 악재,상장 이후 대규모 보호예수 해제에 따른 오버행(잠재적 매도 물량) 우려와 수익성 정체로 인해 주가가 공모가를 30% 이상 하회하며 약세를 보이고 있습니다. 가상자산 예치금 이자 비용 증가로 지난해 순이익이 전년 대비 12.1% 감소하는 등 실적 불확실성이 하방 압력으로 작용하고 있습니다.,"dealsitetv.com, newsway.co.kr, daum.net",유사패턴 약세,혼조,대규모 보호예수 해제에 따른 수급 불안과 실적 부진이라는 실질적 악재가 과거 하락 우세 패턴과 맞물려 단기적인 추가 하락 압력을 가할 것으로 판단된다.,Y,,▼ 하락,89.0,주가 부진,"케이뱅크는 상장 이후 한 달 넘게 공모가를 밑도는 주가 약세를 보이며 수익성 의구심과 오버행 부담, 낮은 PBR로 인해 정부의 저PBR 관리군 지정 위험에 직면했다.",실질 악재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-24,리얼티인컴,O,gemini-2.5-flash,▲ 상승,85,유럽 확장,실질 호재,"리얼티인컴은 유럽 사업 확장을 가속화하며, 아폴로와의 10억 달러 파트너십을 통해 국제 순임대 시장에서 추가적인 인수 기회를 확보하고 자본 접근성을 확대하고 있습니다.",simplywall.st,유사패턴 강세,강세,"리얼티인컴의 유럽 확장 및 아폴로 파트너십이라는 실질 호재와 과거 유사 패턴의 상승 우세 예측, 그리고 현재가가 주요 이동평균선을 상회하는 단기 강세 차트가 긍정적인 단기 방향성을 시사한다.",Y,,gemini-3-flash-preview,▲ 상승,82.0,유럽 포트폴리오 확장,실질 호재,최근 유럽 내 대규모 소매 유통 부동산 포트폴리오 인수를 완료하며 글로벌 자산 다각화와 임대 수익 기반을 강화했습니다.,,유사패턴 강세,강세,주가가 20일선과 60일선을 모두 상향 돌파하며 단기 추세 반전을 시도하는 상황에서 유럽 자산 확대라는 실질 호재와 과거 상승 패턴의 일치성이 높게 나타난다.,Y,,▲ 상승,89.0,유럽 확장,"리얼티인컴은 유럽 사업 확장을 가속화하며, 아폴로와의 10억 달러 파트너십을 통해 국제 순임대 시장에서 추가적인 인수 기회를 확보하고 자본 접근성을 확대하고 있습니다.",실질 호재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-24,포스코DX,022100,gemini-2.5-flash,▲ 상승,82,AI/로봇 기반 스마트팩토리,실질 호재,"포스코DX는 제조 AI 혁신 가속화를 위해 국산 NPU 개발사에 투자하고, 'AW 2026'에서 AI 에이전트 및 로봇 기반 피지컬 AI 기술을 선보이며 'AI 네이티브 컴퍼니'로의 전환을 추진 중이다. 또한 포스코 그룹사 대상 기업용 AI 플랫폼 'P-GPT 2.1'을 출시하고 로봇 기업에 대한 전략적 투자를 통해 산업 현장의 디지털 전환과 자동화를 강화하고 있다.","poscodx.com, posco.com, youtube.com",유사패턴 강세,혼조,강력한 AI/로봇 기반 스마트팩토리 관련 실질 호재와 과거 패턴의 일관된 상승 예측이 차트의 혼조세를 상회하여 단기 상승 가능성이 높다.,Y,,gemini-3-flash-preview,▲ 상승,78.0,1분기 실적 호조,실질 호재,2024년 1분기 영업이익이 전년 동기 대비 17.5% 증가한 352억 원을 기록하며 견조한 실적 성장세를 증명했다. 그룹 내 이차전지 소재 및 철강 주력 사업에 대한 스마트팩토리와 산업용 로봇 수요 확대가 실적을 견인한 주요 요인으로 분석된다.,"posco.com, zdnet.co.kr, chosun.com",유사패턴 강세,혼조,실질적인 영업이익 성장세가 확인된 가운데 단기 이동평균선을 모두 상회하고 있어 금일 음봉은 상승 추세 내의 일시적 눌림목으로 판단된다.,Y,,▲ 상승,87.0,AI/로봇 기반 스마트팩토리,"포스코DX는 제조 AI 혁신 가속화를 위해 국산 NPU 개발사에 투자하고, 'AW 2026'에서 AI 에이전트 및 로봇 기반 피지컬 AI 기술을 선보이며 'AI 네이티브 컴퍼니'로의 전환을 추진 중이다. 또한 포스코 그룹사 대상 기업용 AI 플랫폼 'P-GPT 2.1'을 출시하고 로봇 기업에 대한 전략적 투자를 통해 산업 현장의 디지털 전환과 자동화를 강화하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-24,카카오,035720,gemini-2.5-flash,▲ 상승,78,글로벌 금융 성장,실질 호재,"카카오페이증권은 예탁자산 15조 원을 돌파하며 국내 주식 자산 및 절세 계좌의 성장을 통해 실질적인 성장을 기록했다. 또한 카카오뱅크와 카카오페이가 인도네시아, 태국, 몽골 등으로 해외 진출을 확대하며 글로벌 금융 사업을 본격화하고 있다.","yna.co.kr, wowtale.net, daum.net",유사패턴 강세,혼조,카카오페이증권의 자산 성장과 글로벌 금융 사업 확대로 인한 실질 호재성 뉴스가 유사 패턴의 상승 경향과 맞물려 단기 주가 상승을 견인할 것으로 예상된다.,Y,,gemini-3-flash-preview,▲ 상승,78.0,실적 턴어라운드,실질 호재,"본업인 톡비즈 광고 매출의 견조한 성장과 강도 높은 사업 구조조정 효과로 2026년 1분기 영업이익이 전년 대비 약 70% 급증하며 실적 개선세가 뚜렷해졌습니다. 다만, 역대급 호실적에도 불구하고 AI 서비스의 구체적인 수익화 성과에 대한 시장의 확인 심리는 여전히 남아있습니다.","daum.net, edaily.co.kr, kfenews.co.kr",유사패턴 강세,혼조,장기 역배열 상태이나 1분기 영업이익의 급격한 개선이라는 실질적 호재와 20일선 안착 흐름이 결합되어 단기적인 추가 반등 가능성이 우세하다.,Y,,▲ 상승,86.0,글로벌 금융 성장,"카카오페이증권은 예탁자산 15조 원을 돌파하며 국내 주식 자산 및 절세 계좌의 성장을 통해 실질적인 성장을 기록했다. 또한 카카오뱅크와 카카오페이가 인도네시아, 태국, 몽골 등으로 해외 진출을 확대하며 글로벌 금융 사업을 본격화하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-25,삼성전자,005930,gemini-2.5-flash,▼ 하락,75,노조 파업,실질 악재,"삼성전자 노조의 대규모 집회로 4월 23일 주요 파운드리 및 메모리 생산라인 가동률이 급감하며 생산 차질이 발생했으며, 5월 총파업이 예고되어 추가 피해 우려가 커지고 있다.","newdaily.co.kr, ytn.co.kr, huffingtonpost.kr",유사패턴 강세,강세,"현재가는 정배열의 이동평균선을 상회하며 기술적으로는 강세를 보이나, 삼성전자 노조의 대규모 파업으로 인한 생산 차질과 5월 총파업 예고는 단기적인 실질 악재로 작용하여 하방 압력이 우세할 것으로 판단된다.",Y,,gemini-3-flash-preview,▲ 상승,78.0,정배열 유지,단순 기대감,,,유사패턴 강세,강세,전일 하락에도 불구하고 이평선 정배열 추세와 과거 상승 우위 패턴이 유효하여 단기 조정 후 반등 가능성이 높다.,N,REST 방식 뉴스 수집 실패,━ 관망,59.0,의견 충돌,노조 파업 관련 악재와 정배열 유지 관련 기대감가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,65.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-25,NVDA,NVDA,gemini-2.5-flash,▲ 상승,90,AI 및 데이터센터 혁신,실질 호재,"NVIDIA는 CES 2026에서 차세대 AI 칩 Rubin 플랫폼 양산 및 자율주행 기술 Alpamayo 공개를 통해 AI 및 데이터센터 분야 혁신을 이어가고 있으며, 이는 Q4 FY26 호실적 및 애널리스트들의 목표가 상향으로 실질적인 호재로 평가됩니다.","leverageshares.com, tipranks.com, fool.com",유사패턴 강세,강세,"현재가는 20일선과 60일선을 상회하며 정배열을 형성하여 강세 추세를 보이고, AI 및 데이터센터 혁신에 대한 실질 호재 뉴스 및 과거 유사 패턴 또한 상승을 강력히 지지한다.",Y,,gemini-3-flash-preview,▲ 상승,82.0,이평선 정배열,단순 기대감,,,유사패턴 강세,강세,주가가 이평선 상단에서 정배열을 유지하며 강력한 거래량과 함께 단기 상승 추세를 지속하고 있고 과거 유사 패턴 또한 상승 우세를 나타내고 있다.,N,REST 방식 뉴스 수집 실패,▲ 상승,86.0,AI 및 데이터센터 혁신,"NVIDIA는 CES 2026에서 차세대 AI 칩 Rubin 플랫폼 양산 및 자율주행 기술 Alpamayo 공개를 통해 AI 및 데이터센터 분야 혁신을 이어가고 있으며, 이는 Q4 FY26 호실적 및 애널리스트들의 목표가 상향으로 실질적인 호재로 평가됩니다.",실질 호재,gemini-2.5-flash,95.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-25,TSLA,TSLA,gemini-2.5-flash,▼ 하락,90,AI/로보틱스 투자,실질 악재,"테슬라는 1분기 EPS와 매출이 시장 예상치를 상회했으나, 차량 인도량 부진과 규제 크레딧 수익 감소를 기록했다. 또한 AI 및 로보틱스 부문에 대한 대규모 설비투자 확대로 올해 남은 기간 동안 마이너스 잉여현금흐름이 예상되어 단기 재무 부담이 커질 전망이다.","wardsauto.com, carboncredits.com, fool.com",유사패턴 약세,약세,"역배열 추세와 과거 패턴의 하락 성향, 그리고 대규모 AI/로보틱스 투자로 인한 단기 마이너스 잉여현금흐름 전망이 복합적으로 작용하여 하락 압력이 우세하다.",Y,,gemini-3-flash-preview,▼ 하락,65.0,기술적 저항,단순 기대감,,,유사패턴 약세,혼조,단기적으로 20일선을 회복했으나 60일선 저항과 이평선 역배열 추세 및 과거 패턴의 하락 우세 성향을 고려할 때 추가 상승을 이끌 뉴스 재료 부재가 하방 압력으로 작용할 가능성이 높다.,N,REST 방식 뉴스 수집 실패,▼ 하락,80.0,AI/로보틱스 투자,"테슬라는 1분기 EPS와 매출이 시장 예상치를 상회했으나, 차량 인도량 부진과 규제 크레딧 수익 감소를 기록했다. 또한 AI 및 로보틱스 부문에 대한 대규모 설비투자 확대로 올해 남은 기간 동안 마이너스 잉여현금흐름이 예상되어 단기 재무 부담이 커질 전망이다.",실질 악재,gemini-2.5-flash,90.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-25,AAPL,AAPL,gemini-2.5-flash,▲ 상승,82,신제품 라인업 및 AI,단순 기대감,"Apple은 2026년에 아이폰 폴드, M5 맥 등 15개 이상의 신제품과 AI 기능이 탑재된 새로운 제품 카테고리(스마트 글래스, AI AirPods 등)를 대거 출시할 예정으로, 이는 시장에 미래 성장 기대감을 불어넣고 있다.","bgr.com, 9to5mac.com, youtube.com",유사패턴 강세,강세,"현재가가 20일선과 60일선을 모두 상회하며 단기 상승 모멘텀을 보이고, 과거 유사 패턴의 상승 예측 우세 경향 및 신제품과 AI 전략에 대한 시장의 단순 기대감이 상승 가능성을 높인다.",Y,,gemini-3-flash-preview,▲ 상승,82.0,경영진 세대교체,실질 호재,"팀 쿡의 퇴임 발표와 하드웨어 전문가 존 터너스의 차기 CEO 선임은 AI 및 차세대 제품 혁신을 가속화할 긍정적 변화로 평가받으며, 4월 30일 발표될 2분기 실적 역시 기록적인 성장이 전망됩니다.","barchart.com, morningstar.com",유사패턴 강세,혼조,"실질적 호재인 경영진 교체와 실적 기대감이 과거의 강력한 상승 패턴과 결합하여 단기 우상향 가능성을 높이나, 이평선 역배열 상태에서의 저항 확인이 필요하다.",Y,,▲ 상승,83.0,경영진 세대교체,"팀 쿡의 퇴임 발표와 하드웨어 전문가 존 터너스의 차기 CEO 선임은 AI 및 차세대 제품 혁신을 가속화할 긍정적 변화로 평가받으며, 4월 30일 발표될 2분기 실적 역시 기록적인 성장이 전망됩니다.",실질 호재,gemini-3-flash-preview,90.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-25,GOOGL,GOOGL,gemini-2.5-flash,▲ 상승,90,AI 투자 및 기술 발전,실질 호재,"Alphabet은 에이전트 AI 개발에 7억 5천만 달러를 투자하고 Anthropic에 최대 400억 달러를 투자하는 등 AI 인프라 및 파트너십에 대규모 투자를 단행하고 있으며, 새로운 AI 칩(TPU) 출시 및 내부 코드의 75%를 AI로 생성하는 등 AI 기술 발전을 가속화하고 있다.","futurumgroup.com, mexc.com, independent.co.uk",유사패턴 강세,강세,"현재가는 20일선과 60일선을 상회하며 정배열 추세를 강하게 형성하고 있고, AI 투자 및 기술 발전이라는 실질 호재와 과거 유사 패턴의 일관된 상승 예측이 단기 상승 가능성을 매우 높인다.",Y,,gemini-3-flash-preview,▲ 상승,92.0,1분기 어닝 서프라이즈 및 주주환원,실질 호재,알파벳이 2026년 1분기 시장 예상치를 상회하는 매출과 영업이익을 기록하며 클라우드 및 AI 기반 광고 부문의 강력한 성장세를 입증했습니다. 이와 함께 발표된 대규모 자사주 매입 및 배당 확대 소식이 주가에 긍정적인 동력으로 작용하고 있습니다.,,유사패턴 강세,강세,압도적인 실적 서프라이즈와 자사주 매입 등 주주 환원 정책이 정배열 상태의 기술적 강세와 결합되어 단기 추가 상승 모멘텀이 매우 강력하다.,Y,,▲ 상승,94.0,AI 투자 및 기술 발전,"Alphabet은 에이전트 AI 개발에 7억 5천만 달러를 투자하고 Anthropic에 최대 400억 달러를 투자하는 등 AI 인프라 및 파트너십에 대규모 투자를 단행하고 있으며, 새로운 AI 칩(TPU) 출시 및 내부 코드의 75%를 AI로 생성하는 등 AI 기술 발전을 가속화하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-25,삼진제약,000520,gemini-2.5-flash,▲ 상승,75,신약 개발,실질 호재,"삼진제약은 4월 7일 산업통상자원부의 '월드클래스 플러스 프로젝트'에 최종 선정되어 혁신신약 및 ADC 플랫폼 기반 기술 개발의 사업화 가능성을 인정받았으며, 이는 신약 개발 역량 강화에 대한 정부 지원을 확보했음을 의미한다.",chosun.com,유사패턴 강세,약세,"현재 차트상 역배열 및 이동평균선 하회로 약세 신호가 있으나, 월드클래스 플러스 프로젝트 선정이라는 실질 호재와 과거 유사 패턴의 상승 예측 우세 경향이 단기적으로 주가 반등을 이끌 것으로 판단된다.",Y,,gemini-3-flash-preview,▲ 상승,72.0,디지털 헬스케어,실질 호재,웨어러블 심전도기 'S-Patch'의 국내 상급종합병원 공급 확대와 글로벌 시장 진출 본격화로 디지털 의료기기 분야의 실적 기여도가 높아지고 있습니다.,,유사패턴 강세,약세,현재 차트는 역배열 하향 추세이나 디지털 헬스케어 부문의 실질적 실적 기여 호재와 과거 유사 패턴의 높은 상승 확률을 근거로 단기 반등이 기대됨.,Y,,▲ 상승,83.0,신약 개발,"삼진제약은 4월 7일 산업통상자원부의 '월드클래스 플러스 프로젝트'에 최종 선정되어 혁신신약 및 ADC 플랫폼 기반 기술 개발의 사업화 가능성을 인정받았으며, 이는 신약 개발 역량 강화에 대한 정부 지원을 확보했음을 의미한다.",실질 호재,gemini-2.5-flash,85.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-25,케이뱅크,272210,gemini-2.5-flash,▼ 하락,80,희망퇴직,실질 악재,"케이뱅크는 상장 직후인 4월 24일 전 직원을 대상으로 희망퇴직 제도를 도입하며 인력 구조 개편에 착수했습니다. 이는 인터넷은행 중 첫 사례이자 이례적인 움직임으로, 'KT식 인력 다이어트'로 풀이됩니다.",dealsiteplus.co.kr,유사패턴 약세,강세,"상장 직후 전 직원을 대상으로 희망퇴직을 실시하는 것은 심각한 실질 악재로, 단기적인 차트의 강세 신호에도 불구하고 투자 심리를 크게 위축시키며 과거 유사 패턴의 하락 성향과 일치한다.",Y,,gemini-3-flash-preview,▼ 하락,65.0,수익성 둔화 및 오버행,실질 악재,"2026년 3월 유가증권시장 상장 이후 공모가(8,300원)를 밑도는 주가 흐름이 지속되고 있으며, 가상자산 예치금 이자 비용 증가에 따른 수익성 둔화와 오버행 부담이 주가 압박 요인으로 작용하고 있습니다.",,유사패턴 약세,강세,기술적 지표는 정배열이나 실질적 수익성 악화 뉴스 및 과거 유사 패턴의 하락 우세 성향이 주가에 하방 압력으로 작용할 가능성이 높음,Y,,▼ 하락,82.0,희망퇴직,"케이뱅크는 상장 직후인 4월 24일 전 직원을 대상으로 희망퇴직 제도를 도입하며 인력 구조 개편에 착수했습니다. 이는 인터넷은행 중 첫 사례이자 이례적인 움직임으로, 'KT식 인력 다이어트'로 풀이됩니다.",실질 악재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
